home-name,away-name,home-result,away-result,home-win,away-win,home-odds-avg,home-odds-max,draw-odds-avg,draw-odds-max,away-odds-avg,away-odds-max
Leicester,Norwich,3,0,True,False,0.34,0.36,4.58,4.8,8.18,9.25
Watford,Everton,0,0,False,False,4.81,5.4,2.81,2.94,0.65,0.68
Leeds,Chelsea,0,3,False,True,3.9,4.25,3.11,3.25,0.69,0.73
Aston Villa,Liverpool,1,2,False,True,5.43,5.84,3.63,3.8,0.51,0.54
Manchester City,Newcastle,5,0,True,False,0.18,0.2,6.95,7.6,15.88,18.26
Arsenal,Leeds,2,1,True,False,0.53,0.57,3.55,3.9,5.16,5.6
Leicester,Everton,1,2,False,True,1.68,1.79,2.29,2.4,1.77,1.85
Norwich,West Ham,0,4,False,True,3.88,4.14,3.03,3.2,0.71,0.74
Liverpool,Tottenham,1,1,False,False,0.43,0.47,4.17,4.45,6.08,6.6
Brighton,Manchester Utd,4,0,True,False,2.04,2.28,2.37,2.5,1.45,1.6
Brentford,Southampton,3,0,True,False,1.12,1.16,2.52,2.65,2.57,2.65
Burnley,Aston Villa,1,3,False,True,2.1,2.23,2.18,2.34,1.5,1.63
Chelsea,Wolves,2,2,False,False,0.38,0.41,3.95,4.25,8.4,10.0
Crystal Palace,Watford,1,0,True,False,0.69,0.73,2.85,2.95,4.39,4.75
Manchester Utd,Brentford,3,0,True,False,0.75,0.8,3.0,3.15,3.66,4.05
West Ham,Arsenal,1,2,False,True,3.42,3.62,2.9,3.15,0.82,0.9
Everton,Chelsea,1,0,True,False,4.22,4.57,2.9,3.0,0.71,0.73
Tottenham,Leicester,3,1,True,False,0.37,0.39,4.33,4.83,7.78,8.5
Leeds,Manchester City,0,4,False,True,8.49,9.25,4.83,5.1,0.32,0.34
Aston Villa,Norwich,2,0,True,False,0.42,0.5,3.83,4.19,6.94,7.7
Southampton,Crystal Palace,1,2,False,True,1.45,1.53,2.17,2.25,2.18,2.4
Watford,Burnley,1,2,False,True,1.63,1.76,2.22,2.33,1.88,1.97
Wolves,Brighton,0,3,False,True,1.75,1.85,2.01,2.13,1.94,2.0
Newcastle,Liverpool,0,1,False,True,5.45,6.0,3.35,3.55,0.54,0.59
Manchester Utd,Chelsea,1,1,False,False,2.54,2.75,2.65,2.99,1.09,1.16
Crystal Palace,Leeds,0,0,False,False,1.4,1.5,2.45,2.57,2.02,2.17
Liverpool,Everton,2,0,True,False,0.2,0.21,6.26,6.7,14.46,16.0
Brighton,Southampton,2,2,False,False,1.07,1.16,2.4,2.64,2.85,3.1
Burnley,Wolves,1,0,True,False,1.57,1.7,2.14,2.46,2.06,2.17
Chelsea,West Ham,1,0,True,False,0.42,0.45,3.88,4.26,6.96,7.6
Brentford,Tottenham,0,0,False,False,3.85,4.32,2.97,3.2,0.73,0.76
Leicester,Aston Villa,0,0,False,False,2.0,2.13,2.34,2.63,1.48,1.55
Manchester City,Watford,5,1,True,False,0.12,0.13,8.9,10.0,24.47,27.69
Norwich,Newcastle,0,3,False,True,2.51,2.73,2.33,2.47,1.22,1.31
Arsenal,Manchester Utd,3,1,True,False,1.05,1.13,2.65,2.8,2.69,2.8
Burnley,Southampton,2,0,True,False,1.67,1.73,2.35,2.59,1.74,1.8
Manchester City,Brighton,3,0,True,False,0.23,0.24,5.56,5.95,13.66,16.0
Chelsea,Arsenal,2,4,False,True,0.91,0.99,2.53,2.65,3.38,3.7
Everton,Leicester,1,1,False,False,1.57,1.67,2.31,2.4,1.9,2.0
Newcastle,Crystal Palace,1,0,True,False,1.29,1.36,2.23,2.39,2.45,2.65
Liverpool,Manchester Utd,4,0,True,False,0.35,0.4,4.61,4.95,7.74,8.6
Newcastle,Leicester,2,1,True,False,1.06,1.14,2.52,2.61,2.75,3.0
West Ham,Burnley,1,1,False,False,0.81,0.88,2.74,2.88,3.62,3.98
Manchester Utd,Norwich,3,2,True,False,0.29,0.3,5.3,5.5,9.02,10.0
Southampton,Arsenal,1,0,True,False,2.98,3.22,2.73,2.83,0.94,1.01
Watford,Brentford,1,2,False,True,2.03,2.23,2.34,2.5,1.47,1.58
Tottenham,Brighton,0,1,False,True,0.51,0.55,3.48,3.6,5.55,6.1
Manchester City,Liverpool,2,2,False,False,0.98,1.05,2.76,3.12,2.79,2.98
Brentford,West Ham,2,0,True,False,1.68,1.85,2.3,2.44,1.76,1.95
Leicester,Crystal Palace,2,1,True,False,1.53,1.64,2.29,2.45,1.95,2.19
Norwich,Burnley,2,0,True,False,2.14,2.23,2.39,2.58,1.36,1.5
Aston Villa,Tottenham,0,4,False,True,2.35,2.47,2.51,2.66,1.21,1.26
Arsenal,Brighton,1,2,False,True,0.65,0.68,2.77,2.94,5.13,5.43
Southampton,Chelsea,0,6,False,True,2.93,3.2,2.61,2.72,1.0,1.1
Watford,Leeds,0,3,False,True,1.8,1.91,2.43,2.58,1.58,1.68
Everton,Manchester Utd,1,0,True,False,3.08,3.34,2.81,2.93,0.9,0.92
Newcastle,Wolves,1,0,True,False,1.01,1.07,2.28,2.41,3.3,3.6
Burnley,Everton,3,2,True,False,1.56,1.7,2.12,2.22,2.08,2.2
Crystal Palace,Arsenal,3,0,True,False,3.14,3.46,2.39,2.5,1.01,1.07
Tottenham,Newcastle,5,1,True,False,0.55,0.58,3.28,3.48,5.32,5.8
West Ham,Everton,2,1,True,False,0.79,0.83,2.79,2.9,3.68,3.9
Manchester Utd,Leicester,1,1,False,False,0.57,0.63,3.48,3.76,4.7,5.05
Brighton,Norwich,0,0,False,False,0.49,0.55,3.27,3.5,6.52,7.2
Burnley,Manchester City,0,2,False,True,15.14,18.0,5.93,6.8,0.2,0.23
Chelsea,Brentford,1,4,False,True,0.39,0.43,3.75,4.0,8.17,9.0
Leeds,Southampton,1,1,False,False,1.45,1.55,2.59,2.67,1.85,1.96
Wolves,Aston Villa,2,1,True,False,2.07,2.16,2.07,2.18,1.6,1.63
Liverpool,Watford,2,0,True,False,0.16,0.17,7.36,8.39,17.26,20.83
Tottenham,West Ham,3,1,True,False,0.73,0.77,2.85,3.13,4.15,4.35
Leicester,Brentford,2,1,True,False,1.14,1.19,2.4,2.55,2.59,2.7
Aston Villa,Arsenal,0,1,False,True,1.99,2.14,2.41,2.5,1.45,1.55
Wolves,Leeds,2,3,False,True,1.2,1.29,2.4,2.6,2.47,2.64
Everton,Newcastle,1,0,True,False,1.44,1.56,2.22,2.31,2.18,2.28
Arsenal,Liverpool,0,2,False,True,2.64,2.88,2.68,2.83,1.06,1.12
Brighton,Tottenham,0,2,False,True,2.65,2.86,2.39,2.49,1.14,1.2
Crystal Palace,Manchester City,0,0,False,False,9.0,10.85,4.44,4.65,0.34,0.37
Arsenal,Leicester,2,0,True,False,0.44,0.46,3.87,4.1,6.37,6.92
Chelsea,Newcastle,1,0,True,False,0.42,0.44,3.86,4.0,7.19,7.76
Everton,Wolves,0,1,False,True,1.28,1.35,2.13,2.3,2.6,2.84
Leeds,Norwich,2,1,True,False,0.63,0.66,3.18,3.38,4.46,4.75
Southampton,Watford,1,2,False,True,0.66,0.72,3.11,3.27,4.24,4.6
West Ham,Aston Villa,2,1,True,False,1.52,1.61,2.29,2.41,1.98,2.22
Manchester Utd,Tottenham,3,2,True,False,1.34,1.5,2.53,2.84,2.09,2.2
Brentford,Burnley,2,0,True,False,1.1,1.19,2.32,2.44,2.83,3.0
Brighton,Liverpool,0,2,False,True,5.83,6.2,3.65,3.81,0.48,0.51
Leeds,Aston Villa,0,3,False,True,1.85,2.13,2.58,2.65,1.46,1.55
Norwich,Chelsea,1,3,False,True,8.68,10.0,3.95,4.1,0.37,0.4
Southampton,Newcastle,1,2,False,True,1.0,1.08,2.55,2.69,2.98,3.41
Wolves,Watford,4,0,True,False,0.93,0.97,2.45,2.52,3.43,3.67
Tottenham,Everton,5,0,True,False,0.72,0.77,2.9,3.0,4.07,4.4
Manchester City,Manchester Utd,4,1,True,False,0.42,0.48,4.03,4.4,6.73,8.0
Watford,Arsenal,2,3,False,True,5.73,6.17,3.26,3.4,0.54,0.56
Liverpool,West Ham,1,0,True,False,0.25,0.27,5.8,6.62,10.41,11.75
Aston Villa,Southampton,4,0,True,False,1.25,1.32,2.53,2.72,2.24,2.48
Burnley,Chelsea,0,4,False,True,6.44,7.09,3.07,3.3,0.52,0.55
Newcastle,Brighton,2,1,True,False,1.67,1.8,2.13,2.29,1.89,2.0
Norwich,Brentford,1,3,False,True,2.14,2.43,2.18,2.26,1.47,1.55
Wolves,Crystal Palace,0,2,False,True,1.37,1.45,2.05,2.16,2.48,2.77
Leicester,Leeds,1,0,True,False,1.02,1.14,2.77,2.85,2.66,2.92
Burnley,Leicester,0,2,False,True,1.95,2.18,2.3,2.4,1.54,1.63
West Ham,Wolves,1,0,True,False,0.94,0.97,2.36,2.41,3.53,3.73
Everton,Manchester City,0,1,False,True,11.19,13.75,5.34,5.8,0.26,0.27
Brighton,Aston Villa,0,2,False,True,1.22,1.27,2.27,2.4,2.49,2.64
Brentford,Newcastle,0,2,False,True,1.38,1.52,2.1,2.17,2.4,2.6
Crystal Palace,Burnley,1,1,False,False,0.9,0.95,2.33,2.43,3.74,4.2
Manchester Utd,Watford,0,0,False,False,0.38,0.4,4.06,4.29,7.63,8.14
Leeds,Tottenham,0,4,False,True,2.78,3.18,2.81,2.98,0.97,1.02
Southampton,Norwich,2,0,True,False,0.51,0.57,3.5,4.05,5.64,6.0
Arsenal,Wolves,2,1,True,False,0.67,0.73,2.72,2.86,4.93,5.3
Liverpool,Leeds,6,0,True,False,0.18,0.21,7.13,7.8,13.91,16.0
Burnley,Tottenham,1,0,True,False,3.68,3.9,2.63,2.78,0.82,0.88
Watford,Crystal Palace,1,4,False,True,1.96,2.05,2.12,2.2,1.64,1.7
Wolves,Leicester,2,1,True,False,1.22,1.33,2.26,2.52,2.61,2.85
Leeds,Manchester Utd,2,4,False,True,3.73,4.32,3.13,3.45,0.71,0.91
Manchester City,Tottenham,2,3,False,True,0.29,0.33,5.02,5.5,9.72,10.5
Arsenal,Brentford,2,1,True,False,0.53,0.61,3.0,3.58,6.32,7.0
Aston Villa,Watford,0,1,False,True,0.65,0.68,2.96,3.12,4.64,5.35
Brighton,Burnley,0,3,False,True,0.63,0.72,2.79,2.95,5.28,6.1
Crystal Palace,Chelsea,0,1,False,True,4.57,5.49,2.76,3.08,0.69,0.75
Liverpool,Norwich,3,1,True,False,0.13,0.15,8.37,9.1,21.73,26.59
Southampton,Everton,2,0,True,False,1.07,1.17,2.57,2.93,2.65,2.97
West Ham,Newcastle,1,1,False,False,0.65,0.72,3.08,3.41,4.4,4.8
Manchester Utd,Brighton,2,0,True,False,0.81,0.9,2.65,2.89,3.75,4.1
Leicester,West Ham,2,2,False,False,1.89,2.02,2.47,2.62,1.48,1.57
Burnley,Liverpool,0,1,False,True,11.7,14.0,5.79,6.3,0.23,0.27
Newcastle,Aston Villa,1,0,True,False,1.8,1.85,2.38,2.52,1.61,1.67
Tottenham,Wolves,0,2,False,True,0.7,0.74,2.73,2.9,4.66,4.9
Norwich,Manchester City,0,4,False,True,15.16,17.5,6.3,6.75,0.19,0.22
Brentford,Crystal Palace,0,0,False,False,1.95,2.29,2.1,2.28,1.68,1.88
Everton,Leeds,3,0,True,False,1.51,1.67,2.59,3.01,1.79,1.99
Watford,Brighton,0,2,False,True,2.81,3.25,2.32,2.52,1.12,1.27
Manchester Utd,Southampton,1,1,False,False,0.57,0.65,3.5,3.75,4.74,5.5
Liverpool,Leicester,2,0,True,False,0.22,0.27,6.41,7.2,12.07,14.0
Wolves,Arsenal,0,1,False,True,2.73,3.16,2.2,2.45,1.21,1.41
Aston Villa,Leeds,3,3,False,False,0.92,1.01,2.81,2.92,2.95,3.31
Manchester City,Brentford,2,0,True,False,0.09,0.11,10.07,11.5,28.52,34.0
Norwich,Crystal Palace,1,1,False,False,2.54,2.92,2.26,2.35,1.25,1.34
Tottenham,Southampton,2,3,False,True,0.58,0.61,3.22,3.35,4.99,5.5
Burnley,Manchester Utd,1,1,False,False,5.24,5.8,3.2,3.45,0.57,0.64
Newcastle,Everton,3,1,True,False,1.51,1.61,2.35,2.65,1.92,2.1
West Ham,Watford,1,0,True,False,0.54,0.57,3.28,3.63,5.41,6.03
Burnley,Watford,0,0,False,False,1.19,1.23,2.25,2.35,2.63,2.78
Chelsea,Tottenham,2,0,True,False,0.73,0.79,2.81,2.95,4.07,4.35
Arsenal,Burnley,0,0,False,False,0.31,0.33,4.48,4.8,10.14,11.3
Crystal Palace,Liverpool,1,3,False,True,4.85,5.45,3.15,3.31,0.59,0.72
Leicester,Brighton,1,1,False,False,1.58,1.71,2.42,2.52,1.79,2.08
Southampton,Manchester City,1,1,False,False,10.05,11.25,4.95,5.82,0.29,0.33
Brentford,Wolves,1,2,False,True,1.47,1.6,2.08,2.43,2.26,2.33
Leeds,Newcastle,0,1,False,True,0.9,0.95,2.92,3.3,2.92,3.2
Manchester Utd,West Ham,1,0,True,False,1.09,1.21,2.64,2.75,2.56,2.88
Everton,Aston Villa,0,1,False,True,1.79,2.0,2.42,2.75,1.6,1.76
Watford,Norwich,0,3,False,True,1.04,1.08,2.52,2.6,2.81,2.95
Brentford,Manchester Utd,1,3,False,True,3.59,3.91,2.7,2.91,0.83,0.87
Leicester,Tottenham,2,3,False,True,2.25,2.45,2.46,2.58,1.27,1.31
Brighton,Chelsea,1,1,False,False,4.52,5.15,2.76,2.95,0.69,0.73
Liverpool,Brentford,3,0,True,False,0.27,0.3,5.24,5.79,10.54,12.6
West Ham,Leeds,2,3,False,True,0.67,0.72,3.22,3.63,3.92,4.2
Aston Villa,Manchester Utd,2,2,False,False,1.59,1.74,2.49,2.61,1.75,1.91
Newcastle,Watford,1,1,False,False,0.84,0.89,2.75,2.9,3.38,3.61
Norwich,Everton,2,1,True,False,2.46,2.59,2.33,2.48,1.23,1.28
Wolves,Southampton,3,1,True,False,1.42,1.57,2.08,2.18,2.35,2.62
Manchester City,Chelsea,1,0,True,False,0.64,0.67,3.24,3.56,4.32,4.75
Brighton,Crystal Palace,1,1,False,False,1.03,1.1,2.39,2.62,2.97,3.2
West Ham,Norwich,2,0,True,False,0.4,0.45,4.03,4.25,7.08,8.7
Southampton,Brentford,4,1,True,False,1.17,1.23,2.31,2.41,2.66,2.99
Manchester Utd,Wolves,0,1,False,True,0.68,0.74,2.76,2.9,4.69,5.28
Chelsea,Liverpool,2,2,False,False,1.64,1.74,2.48,2.59,1.7,1.88
Brentford,Aston Villa,2,1,True,False,1.9,2.12,2.22,2.33,1.61,1.72
Everton,Brighton,2,3,False,True,1.89,2.0,2.1,2.16,1.71,1.98
Leeds,Burnley,3,1,True,False,1.04,1.12,2.59,2.92,2.71,2.9
Crystal Palace,West Ham,2,3,False,True,2.47,2.77,2.33,2.47,1.23,1.32
Watford,Tottenham,0,1,False,True,4.7,5.45,3.1,3.27,0.62,0.68
Arsenal,Manchester City,1,2,False,True,4.28,4.5,3.22,3.45,0.64,0.68
Manchester Utd,Burnley,3,1,True,False,0.38,0.4,4.02,4.3,8.04,9.0
Brentford,Manchester City,0,1,False,True,15.29,17.0,7.64,9.1,0.17,0.2
Chelsea,Brighton,1,1,False,False,0.35,0.4,4.04,4.55,9.07,10.5
Leicester,Liverpool,1,0,True,False,7.55,8.5,5.15,5.56,0.32,0.37
Crystal Palace,Norwich,3,0,True,False,0.73,0.78,2.63,2.79,4.43,4.82
Southampton,Tottenham,1,1,False,False,2.8,3.12,2.45,2.57,1.07,1.17
Watford,West Ham,1,4,False,True,2.59,2.97,2.7,2.85,1.04,1.11
Newcastle,Manchester Utd,1,1,False,False,5.55,6.23,3.73,3.9,0.49,0.53
Brighton,Brentford,2,0,True,False,0.94,0.99,2.42,2.52,3.39,3.7
Aston Villa,Chelsea,1,3,False,True,4.19,4.5,2.8,2.95,0.72,0.77
Manchester City,Leicester,6,3,True,False,0.14,0.17,9.07,10.5,17.79,22.0
Norwich,Arsenal,0,5,False,True,5.47,6.14,3.54,3.7,0.51,0.53
Tottenham,Crystal Palace,3,0,True,False,0.71,0.75,2.82,2.92,4.19,4.54
West Ham,Southampton,2,3,False,True,0.95,1.01,2.65,2.83,2.98,3.17
Tottenham,Liverpool,2,2,False,False,3.89,4.28,3.17,3.5,0.68,0.74
Newcastle,Manchester City,0,4,False,True,19.59,24.0,8.54,10.0,0.13,0.15
Wolves,Chelsea,0,0,False,False,4.57,5.12,2.46,2.57,0.76,0.88
Leeds,Arsenal,1,4,False,True,4.69,5.4,3.34,3.65,0.59,0.63
Liverpool,Newcastle,3,1,True,False,0.11,0.15,9.47,11.5,23.33,30.0
Chelsea,Everton,1,1,False,False,0.21,0.25,6.0,6.83,15.15,20.0
Arsenal,West Ham,2,0,True,False,1.09,1.3,2.62,2.76,2.57,2.78
Brighton,Wolves,0,1,False,True,1.09,1.19,2.14,2.25,3.19,3.65
Crystal Palace,Southampton,2,2,False,False,1.09,1.27,2.41,2.54,2.78,3.15
Manchester City,Leeds,7,0,True,False,0.15,0.18,8.13,9.1,16.79,19.59
Norwich,Aston Villa,0,2,False,True,2.71,2.9,2.36,2.48,1.11,1.15
Crystal Palace,Everton,3,1,True,False,1.23,1.29,2.2,2.28,2.6,2.8
Burnley,West Ham,0,0,False,False,2.49,2.74,2.53,2.61,1.14,1.21
Leicester,Newcastle,4,0,True,False,0.74,0.79,3.03,3.15,3.7,4.19
Norwich,Manchester Utd,0,1,False,True,6.39,6.76,3.91,4.11,0.44,0.45
Arsenal,Southampton,3,0,True,False,0.74,0.81,2.95,3.15,3.79,4.2
Chelsea,Leeds,3,2,True,False,0.24,0.3,5.68,6.63,11.88,13.75
Liverpool,Aston Villa,1,0,True,False,0.24,0.27,5.67,6.3,10.98,12.0
Manchester City,Wolves,1,0,True,False,0.17,0.2,6.94,7.52,18.62,21.0
Brentford,Watford,2,1,True,False,1.48,1.63,2.37,2.65,1.99,2.21
Everton,Arsenal,2,1,True,False,2.56,2.95,2.49,2.64,1.15,1.38
Aston Villa,Leicester,2,1,True,False,1.25,1.4,2.42,2.5,2.34,2.51
Leeds,Brentford,2,2,False,False,0.85,0.92,2.54,2.64,3.69,3.95
Manchester Utd,Crystal Palace,1,0,True,False,0.52,0.54,3.45,3.6,5.48,6.13
Tottenham,Norwich,3,0,True,False,0.46,0.5,3.53,3.73,6.48,7.0
Watford,Manchester City,1,3,False,True,12.47,15.0,6.14,7.05,0.21,0.23
Newcastle,Burnley,1,0,True,False,1.35,1.46,2.46,2.53,2.1,2.23
Southampton,Brighton,1,1,False,False,1.55,1.68,2.18,2.41,2.03,2.35
Wolves,Liverpool,0,1,False,True,7.42,8.6,4.0,4.25,0.39,0.44
West Ham,Chelsea,3,2,True,False,3.87,4.19,2.7,2.81,0.79,0.84
Manchester Utd,Arsenal,3,2,True,False,1.07,1.18,2.65,2.82,2.59,2.85
Tottenham,Brentford,2,0,True,False,0.65,0.69,2.96,3.2,4.54,5.06
Aston Villa,Manchester City,1,2,False,True,6.54,7.0,3.63,3.8,0.45,0.48
Everton,Liverpool,1,4,False,True,7.57,8.3,4.2,4.7,0.38,0.41
Southampton,Leicester,2,2,False,False,1.35,1.42,2.47,2.57,2.1,2.25
Watford,Chelsea,1,2,False,True,9.01,10.04,4.42,4.63,0.32,0.35
West Ham,Brighton,1,1,False,False,0.99,1.05,2.44,2.65,3.12,3.49
Wolves,Burnley,0,0,False,False,0.96,1.05,2.37,2.5,3.36,3.94
Leeds,Crystal Palace,1,0,True,False,1.25,1.36,2.36,2.48,2.4,2.55
Newcastle,Norwich,1,1,False,False,1.07,1.15,2.52,2.6,2.7,3.12
Chelsea,Manchester Utd,1,1,False,False,0.56,0.59,3.21,3.36,5.46,6.16
Brentford,Everton,1,0,True,False,1.24,1.31,2.26,2.35,2.51,2.64
Leicester,Watford,4,2,True,False,0.7,0.76,2.88,3.05,4.2,4.81
Manchester City,West Ham,2,1,True,False,0.27,0.31,5.33,5.9,10.14,11.0
Brighton,Leeds,0,0,False,False,1.17,1.25,2.36,2.62,2.52,2.68
Crystal Palace,Aston Villa,1,2,False,True,1.3,1.38,2.29,2.57,2.31,2.43
Liverpool,Southampton,4,0,True,False,0.26,0.3,5.46,5.8,10.77,12.0
Norwich,Wolves,0,0,False,False,2.63,2.85,2.34,2.43,1.17,1.24
Arsenal,Newcastle,2,0,True,False,0.51,0.54,3.57,3.7,5.38,5.75
Tottenham,Leeds,2,1,True,False,0.61,0.65,3.08,3.3,4.82,5.59
Manchester City,Everton,3,0,True,False,0.21,0.23,6.05,6.6,14.39,17.25
Liverpool,Arsenal,4,0,True,False,0.51,0.57,3.78,4.2,5.09,5.55
Aston Villa,Brighton,2,0,True,False,1.46,1.57,2.3,2.38,2.06,2.23
Burnley,Crystal Palace,3,3,False,False,1.84,1.94,2.2,2.54,1.69,1.8
Newcastle,Brentford,3,3,False,False,1.47,1.6,2.44,2.78,1.93,2.04
Norwich,Southampton,2,1,True,False,2.58,2.91,2.47,2.6,1.13,1.21
Watford,Manchester Utd,4,1,True,False,5.45,6.23,3.63,3.8,0.5,0.55
Wolves,West Ham,1,0,True,False,2.17,2.4,2.27,2.38,1.4,1.46
Leicester,Chelsea,0,3,False,True,3.96,4.12,2.76,2.86,0.76,0.79
West Ham,Liverpool,3,2,True,False,3.51,3.66,3.2,3.4,0.73,0.78
Arsenal,Watford,1,0,True,False,0.44,0.48,3.81,4.01,6.42,7.0
Everton,Tottenham,0,0,False,False,2.45,2.77,2.31,2.37,1.25,1.32
Leeds,Leicester,1,1,False,False,1.67,1.88,2.48,2.57,1.68,1.76
Brighton,Newcastle,1,1,False,False,0.6,0.65,3.16,3.63,5.0,5.25
Brentford,Norwich,1,2,False,True,0.65,0.73,3.0,3.2,4.62,5.13
Chelsea,Burnley,1,1,False,False,0.27,0.29,4.91,5.21,12.15,13.0
Crystal Palace,Wolves,2,0,True,False,1.35,1.42,2.12,2.2,2.44,2.55
Manchester Utd,Manchester City,0,2,False,True,3.68,4.0,3.15,3.59,0.72,0.75
Southampton,Aston Villa,1,0,True,False,1.06,1.17,2.65,2.85,2.63,3.0
Wolves,Everton,2,1,True,False,1.22,1.3,2.23,2.49,2.6,2.8
Aston Villa,West Ham,1,4,False,True,2.0,2.22,2.54,2.69,1.37,1.52
Norwich,Leeds,1,2,False,True,2.65,2.83,2.66,2.85,1.02,1.09
Tottenham,Manchester Utd,0,3,False,True,2.12,2.34,2.62,2.75,1.27,1.35
Burnley,Brentford,3,1,True,False,1.63,1.74,2.19,2.35,1.9,2.0
Liverpool,Brighton,2,2,False,False,0.27,0.3,5.13,5.75,9.8,11.0
Manchester City,Crystal Palace,0,2,False,True,0.15,0.16,7.72,8.71,18.67,21.0
Newcastle,Chelsea,0,3,False,True,6.85,7.64,3.58,3.91,0.45,0.47
Watford,Southampton,0,1,False,True,2.27,2.62,2.46,2.58,1.25,1.33
Leicester,Arsenal,0,2,False,True,1.55,1.69,2.51,2.6,1.78,1.96
Manchester Utd,Liverpool,0,5,False,True,1.9,2.13,2.68,2.93,1.42,1.64
Brentford,Leicester,1,2,False,True,1.84,2.05,2.41,2.56,1.57,1.7
West Ham,Tottenham,1,0,True,False,1.33,1.43,2.53,2.65,2.11,2.29
Brighton,Manchester City,1,4,False,True,7.09,8.67,3.86,4.28,0.42,0.48
Crystal Palace,Newcastle,1,1,False,False,0.93,1.0,2.62,2.8,3.16,3.62
Everton,Watford,2,5,False,True,0.73,0.84,2.85,3.5,4.15,5.0
Leeds,Wolves,1,1,False,False,1.4,1.64,2.47,2.76,2.05,2.23
Southampton,Burnley,2,2,False,False,0.96,1.09,2.65,2.8,2.98,3.39
Chelsea,Norwich,7,0,True,False,0.2,0.25,6.26,8.6,17.29,28.0
Arsenal,Aston Villa,3,1,True,False,0.94,1.04,2.7,2.85,3.04,3.55
Arsenal,Crystal Palace,2,2,False,False,0.62,0.66,2.99,3.17,4.94,5.59
Newcastle,Tottenham,2,3,False,True,2.61,2.9,2.63,2.71,1.07,1.13
Everton,West Ham,0,1,False,True,1.76,1.91,2.31,2.52,1.71,1.99
Brentford,Chelsea,0,1,False,True,4.96,5.7,2.86,2.99,0.64,0.7
Aston Villa,Wolves,2,3,False,True,1.16,1.27,2.24,2.38,2.8,3.1
Leicester,Manchester Utd,4,2,True,False,2.66,2.9,2.78,2.97,1.02,1.14
Manchester City,Burnley,2,0,True,False,0.14,0.16,8.26,9.0,20.4,25.0
Norwich,Brighton,0,0,False,False,2.98,3.25,2.47,2.69,1.02,1.17
Southampton,Leeds,1,0,True,False,1.21,1.43,2.58,2.72,2.31,2.55
Watford,Liverpool,0,5,False,True,8.0,8.89,4.56,4.88,0.34,0.36
Liverpool,Manchester City,2,2,False,False,2.02,2.2,2.61,2.97,1.35,1.45
Crystal Palace,Leicester,2,2,False,False,1.84,1.9,2.28,2.37,1.64,1.75
Tottenham,Aston Villa,2,1,True,False,1.1,1.17,2.43,2.5,2.71,3.06
West Ham,Brentford,1,2,False,True,0.78,0.88,2.73,2.85,3.82,4.13
Brighton,Arsenal,0,0,False,False,2.24,2.52,2.28,2.4,1.37,1.52
Burnley,Norwich,0,0,False,False,0.95,1.02,2.6,2.72,3.05,3.2
Chelsea,Southampton,3,1,True,False,0.41,0.46,3.81,4.1,7.38,8.2
Leeds,Watford,1,0,True,False,0.76,0.8,2.95,3.1,3.64,3.9
Wolves,Newcastle,2,1,True,False,0.75,0.83,2.83,3.0,3.94,4.3
Manchester Utd,Everton,1,1,False,False,0.54,0.6,3.26,3.5,5.82,6.6
